Word, frequency 
beastly,, 3 
lifted, 3 
stream., 3 
Tyrrel,, 3 
flood., 3 
admir'd, 3 
Namely,, 3 
bruised, 3 
Olivia's, 3 
sauciness, 3 
us!-, 3 
trades, 3 
DENNY., 3 
thing's, 3 
Traduc'd, 3 
Christian,, 3 
Sisters, 3 
Robert,, 3 
Look!, 3 
disguis'd., 3 
boy-, 3 
incertain, 3 
bitter., 3 
follower., 3 
intimate, 3 
yards, 3 
well-deserving, 3 
catechize, 3 
bestowing, 3 
Venice;, 3 
pants, 3 
nettle,, 3 
oath-, 3 
neck;, 3 
engage, 3 
lights,, 3 
infamy., 3 
banqueting, 3 
falsely,, 3 
coffer, 3 
giv'n, 3 
foppery, 3 
him]., 3 
Emperess,, 3 
lenity,, 3 
rise., 3 
images,, 3 
Romans;, 3 
Buckingham?, 3 
Pisa., 3 
charge:, 3 
spurr'd, 3 
Fife,, 3 
pomp;, 3 
disorder, 3 
Rhenish, 3 
Cleopatra's, 3 
grooms, 3 
daub, 3 
monk, 3 
Banish'd, 3 
asham'd., 3 
peal, 3 
wash,, 3 
small., 3 
Brabant, 3 
Mercutio, 3 
murrain, 3 
postern, 3 
hostess,, 3 
AEGEON,, 3 
horror!, 3 
alas, 3 
possess'd,, 3 
stranger., 3 
turf,, 3 
heated, 3 
III, 3 
arriv'd,, 3 
precedent,, 3 
tedious., 3 
elect, 3 
RAMBURES,, 3 
merchants, 3 
believe-, 3 
Roderigo?, 3 
lave, 3 
arming, 3 
WIDOW'S, 3 
'With, 3 
ginger, 3 
goodness;, 3 
self-love, 3 
throats,, 3 
kitchen, 3 
gorge, 3 
relate,, 3 
sorted, 3 
Rugby!, 3 
directions., 3 
resteth, 3 
contending, 3 
bald,, 3 
fantasy., 3 
it.-, 3 
origin, 3 
lover;, 3 
curiosity, 3 
parliament,, 3 
obstinate, 3 
complete,, 3 
SENIOR,, 3 
Ninny's, 3 
Rugby., 3 
article,, 3 
Armed, 3 
wrestling, 3 
cover,, 3 
against., 3 
unworthiest, 3 
noise;, 3 
minds!, 3 
tried,, 3 
LIMITED, 3 
Cassius;, 3 
defac'd, 3 
breeches,, 3 
vineyard, 3 
lance,, 3 
fort, 3 
arbour.], 3 
Southampton., 3 
imagine., 3 
praised!, 3 
May't, 3 
Lartius, 3 
fellowship., 3 
rapier., 3 
Egeus,, 3 
'Dear, 3 
official, 3 
park;, 3 
believed, 3 
Woo't, 3 
cup;, 3 
advantage;, 3 
undergo,, 3 
singled, 3 
travelling, 3 
fishes;, 3 
mum!, 3 
sconce, 3 
[Kissing, 3 
coy,, 3 
knaves?, 3 
tragedy,, 3 
amply, 3 
however, 3 
offense,, 3 
beast;, 3 
BLUNT., 3 
shrouds, 3 
flatterer,, 3 
satiety, 3 
truant,, 3 
'No,, 3 
bread,, 3 
hive, 3 
princes;, 3 
WILLIAMS, 3 
Kate-, 3 
wider, 3 
drift;, 3 
humility,, 3 
Play,, 3 
nobility;, 3 
distinct, 3 
seeds, 3 
Saucy, 3 
interpreter., 3 
have't., 3 
brier,, 3 
cups, 3 
sergeant, 3 
companions,, 3 
MENELAUS, 3 
ball, 3 
murders,, 3 
wake., 3 
default, 3 
shut., 3 
breasts., 3 
gale, 3 
forfeiture, 3 
better?, 3 
spies., 3 
goes!, 3 
seed;, 3 
greyhounds, 3 
ceremonies., 3 
Kiss, 3 
Tarry, 3 
Follow., 3 
egg,, 3 
aright,, 3 
mannish, 3 
surety., 3 
meanly, 3 
shrift, 3 
asunder,, 3 
sentences,, 3 
reputation;, 3 
missing, 3 
MASTER., 3 
embrace., 3 
thunder;, 3 
pounds,, 3 
shed., 3 
wanton., 3 
melody, 3 
accordingly,, 3 
kneel'd,, 3 
tut,, 3 
wear'st, 3 
guess?, 3 
let'st, 3 
strove, 3 
abortive, 3 
[Dies.], 3 
fool'ry, 3 
wast,, 3 
King:, 3 
shrug,, 3 
rewards,, 3 
bully., 3 
perceived, 3 
deaths,, 3 
steward,, 3 
conceit;, 3 
Marchioness, 3 
gore,, 3 
yes., 3 
Beloved, 3 
nobly., 3 
hies, 3 
bull's, 3 
town!, 3 
Destruction, 3 
handkerchief-, 3 
go:, 3 
Petruchio's, 3 
entrance., 3 
daylight,, 3 
ent'red., 3 
BRITAINE,, 3 
ANNE,, 3 
Holiness., 3 
Reignier, 3 
Provost., 3 
orator., 3 
brains?, 3 
infinite., 3 
shriek'd, 3 
Perforce, 3 
deceiving, 3 
pity-, 3 
laurel, 3 
MARGARELON., 3 
knights., 3 
imprison, 3 
threshold, 3 
wager'd, 3 
BISHOPS, 3 
weasel, 3 
bought., 3 
judicious, 3 
Demetrius;, 3 
loyalty!, 3 
dues, 3 
powers;, 3 
bees,, 3 
gentleman-, 3 
from., 3 
plebeians,, 3 
prevents, 3 
Kills, 3 
remov'd,, 3 
adversary's, 3 
cage., 3 
Depart, 3 
prosperity!, 3 
Poins.], 3 
preceding, 3 
return'd;, 3 
satire, 3 
shoes,, 3 
years-, 3 
children!, 3 
(my, 3 
although,, 3 
coward?, 3 
surpris'd., 3 
serpent., 3 
wooers, 3 
infection,, 3 
IF, 3 
inky, 3 
insinuate, 3 
Empress!, 3 
d'hand,, 3 
mistress.', 3 
cattle, 3 
DARDANIUS., 3 
lad-, 3 
rogues,, 3 
Painting, 3 
Enough;, 3 
footman,, 3 
reduce, 3 
humours., 3 
raz'd, 3 
Expecting, 3 
murther., 3 
AARON,, 3 
Margery,, 3 
sweetness,, 3 
delicious, 3 
substitute, 3 
procession, 3 
den., 3 
comforted,, 3 
dangers,, 3 
bee, 3 
EVANS,, 3 
shop,, 3 
FLORENCE,, 3 
thither;, 3 
Attends, 3 
paper.], 3 
Langley,, 3 
bedew, 3 
affections;, 3 
beweep, 3 
sweeps, 3 
prevented., 3 
aunt., 3 
roll?, 3 
Carrier., 3 
spheres,, 3 
pawn., 3 
slaves., 3 
gamut, 3 
refer, 3 
shift., 3 
BOTTOM,, 3 
happy;, 3 
GENTLEWOMAN, 3 
lip!, 3 
tribune., 3 
pined, 3 
Assemble, 3 
darken, 3 
English;, 3 
dull., 3 
Eating, 3 
hue?, 3 
Bolingbroke's, 3 
pudding, 3 
ache,, 3 
rehearse,, 3 
nights?, 3 
forfend, 3 
seven,, 3 
rarity, 3 
beds., 3 
immediately, 3 
tempestuous, 3 
gasp,, 3 
worse!, 3 
un, 3 
violation, 3 
base!, 3 
visage;, 3 
Cophetua, 3 
selling, 3 
Wales;, 3 
lightens, 3 
toss, 3 
accusers,, 3 
builded, 3 
pinches, 3 
defend,, 3 
Conrade,, 3 
choughs, 3 
Pish!, 3 
unwise, 3 
Ourself,, 3 
Kneels., 3 
liable, 3 
leanness, 3 
bubbles, 3 
nobleness,, 3 
desperate,, 3 
missing,, 3 
form-, 3 
pole,, 3 
ever-, 3 
Drink,, 3 
faction., 3 
pins, 3 
character;, 3 
anything;, 3 
sweeting;, 3 
attempt,, 3 
custom;, 3 
conjecture, 3 
usurper, 3 
Slave,, 3 
Angelo's, 3 
growing., 3 
coursers, 3 
bowels,, 3 
bounty., 3 
afterward., 3 
swoon?, 3 
empery,, 3 
principal, 3 
posy, 3 
repeals, 3 
body!, 3 
Titinius!, 3 
broke., 3 
weasel., 3 
found?, 3 
scouring, 3 
gains., 3 
mistook., 3 
troop?, 3 
hatred,, 3 
desiring, 3 
recreation., 3 
LAVINIA], 3 
leap,, 3 
Abbess, 3 
scholar,, 3 
tenour., 3 
call'd?, 3 
Thanes, 3 
vice!, 3 
Egeus;, 3 
DON, 3 
powder,, 3 
ducats-, 3 
persuades, 3 
miscreant,, 3 
speaks;, 3 
'Have, 3 
Roman?, 3 
Away., 3 
murderers., 3 
Instead, 3 
sew, 3 
nose?, 3 
Madam?, 3 
Sword,, 3 
Gremio;, 3 
foulness,, 3 
election., 3 
Stay., 3 
believes, 3 
tooth,, 3 
MIRANDA, 3 
Paris;, 3 
country?, 3 
parching, 3 
Turn'd, 3 
gentlemen-, 3 
transparent, 3 
following,, 3 
chooses, 3 
Father., 3 
weather,, 3 
wound;, 3 
seas;, 3 
fittest, 3 
suck'dst, 3 
halter., 3 
wonder;, 3 
Watch,, 3 
broom, 3 
desert-, 3 
crows,, 3 
remission, 3 
blister, 3 
organ,, 3 
bliss., 3 
plain-song, 3 
defending, 3 
Washes, 3 
cop'd, 3 
consuls, 3 
Cassibelan,, 3 
Were,, 3 
thieves?, 3 
quoted, 3 
sparrows, 3 
Dispose, 3 
chalky, 3 
Fall'n, 3 
into,, 3 
mantle,, 3 
pottle, 3 
keys., 3 
soldiers?, 3 
Bliss, 3 
dearth,, 3 
thrift, 3 
Horrible, 3 
punishment,, 3 
reprove, 3 
crisp, 3 
hawk, 3 
bolts, 3 
enamour'd, 3 
payment., 3 
ANTIGONUS,, 3 
ERRORS, 3 
shapes;, 3 
Intended, 3 
cherubin, 3 
darted, 3 
speediest, 3 
warp., 3 
Wipe, 3 
them], 3 
ocean,, 3 
combine, 3 
orders, 3 
Myrmidons, 3 
coat;, 3 
John's, 3 
butt,, 3 
sweets,, 3 
nurse's, 3 
advis'd;, 3 
resolution,, 3 
Theseus,, 3 
person's, 3 
brinish, 3 
fast'ned, 3 
brought., 3 
cloud., 3 
anatomize, 3 
gravity,, 3 
AEMILIUS, 3 
varnish, 3 
perpetual,, 3 
Bastard., 3 
wrestling,, 3 
commonweal., 3 
sugar,, 3 
Edmund;, 3 
inn, 3 
Tunis;, 3 
deliver:, 3 
sponge,, 3 
humbleness,, 3 
1595, 3 
wren, 3 
pray:, 3 
strongly., 3 
choir,, 3 
't?, 3 
pedlar's, 3 
Baynard's, 3 
lim'd, 3 
shine., 3 
free;, 3 
vanity,, 3 
confirm'd,, 3 
properly,, 3 
divide., 3 
as't, 3 
hales, 3 
big,, 3 
letters?, 3 
manacle, 3 
ass's, 3 
incapable, 3 
tail;, 3 
milder, 3 
wide., 3 
failing, 3 
brother.', 3 
fled?, 3 
tilting, 3 
SERGEANT-AT-ARMS, 3 
ladies;, 3 
sincere, 3 
function., 3 
touched, 3 
lain, 3 
Treason, 3 
unknown;, 3 
Promethean, 3 
feeble,, 3 
splendour, 3 
Caesar's., 3 
innocence;, 3 
advantages,, 3 
simpleness, 3 
Servilius,, 3 
receiv'd., 3 
tomb;, 3 
drawer., 3 
blade,, 3 
Agree, 3 
Tower?, 3 
going;, 3 
Traveller., 3 
sought,, 3 
Thieves, 3 
ambitious;, 3 
toys., 3 
disdain;, 3 
Cesario?, 3 
filthy,, 3 
aloud,, 3 
weight;, 3 
confident,, 3 
subject's, 3 
Often, 3 
Parson, 3 
risen, 3 
Latin,, 3 
lacked, 3 
subjects;, 3 
mistress-, 3 
Arm'd,, 3 
Hubert, 3 
flourish'd, 3 
reading?, 3 
lengthens, 3 
lame,, 3 
mole,, 3 
ransom?, 3 
madness!, 3 
dreaded, 3 
accepts, 3 
Katherina, 3 
million;, 3 
PHILARIO'S, 3 
star;, 3 
mastiffs, 3 
dance], 3 
cross;, 3 
NOBLES, 3 
stir;, 3 
pride?, 3 
pleaded, 3 
Whiles,, 3 
Kent!, 3 
white., 3 
unclasp, 3 
spar'd, 3 
feasted, 3 
brisk, 3 
Seeming, 3 
unprofitable, 3 
Chorus., 3 
CAMILLO], 3 
emperor;, 3 
hempen, 3 
point;, 3 
restore., 3 
trials, 3 
mistresses, 3 
Serve, 3 
port., 3 
te, 3 
peasants,, 3 
betimes., 3 
equity, 3 
broached, 3 
conduit, 3 
brightness, 3 
Metellus,, 3 
hearer, 3 
leader,, 3 
Launcelot?, 3 
violets, 3 
majesty;, 3 
heady, 3 
threepence, 3 
exile., 3 
Lament, 3 
Awak'd, 3 
skills, 3 
petticoat;, 3 
qualify,, 3 
preposterously, 3 
word's, 3 
clergy, 3 
sacrifices, 3 
brook'd, 3 
tip, 3 
clerks,, 3 
SNUG,, 3 
saw't, 3 
milk-white, 3 
shortens, 3 
island,, 3 
impair, 3 
dote,, 3 
Devil, 3 
deliberate, 3 
baited, 3 
earliest, 3 
sings,, 3 
God-den, 3 
delivered,, 3 
CATO., 3 
SHEPHERD,, 3 
dances,, 3 
choler., 3 
MAMILLIUS,, 3 
unhappy,, 3 
apes,, 3 
clearer, 3 
SOMERVILLE., 3 
disabled, 3 
remembered, 3 
negligent, 3 
Flaminius,, 3 
questions., 3 
LOVELL,, 3 
BASSANIO, 3 
braggart, 3 
physician's, 3 
suppose,, 3 
incontinent., 3 
wreck., 3 
delivering, 3 
alone!, 3 
forester,, 3 
anew,, 3 
constraint;, 3 
upbraided, 3 
born;, 3 
warms, 3 
skittish, 3 
commotion,, 3 
prop, 3 
Power, 3 
oration, 3 
gentlewomen,, 3 
alone:, 3 
tales., 3 
Brothers,, 3 
woodcock,, 3 
having., 3 
onset, 3 
diseases., 3 
puling, 3 
instrument,, 3 
Audrey;, 3 
prosperity., 3 
marries, 3 
err, 3 
Throng, 3 
dispatch'd., 3 
slipp'ry, 3 
Patrick's, 3 
wonder!, 3 
gods?, 3 
fail?, 3 
napkins, 3 
Hop, 3 
denied,, 3 
pomp., 3 
tight, 3 
madcap, 3 
Curs'd, 3 
PHILOSTRATE, 3 
limping, 3 
parley,, 3 
duck., 3 
established, 3 
Dat, 3 
rein,, 3 
impose,, 3 
Intends, 3 
Duncan's, 3 
gloss,, 3 
lie!, 3 
emulous, 3 
Lysander;, 3 
pictures;, 3 
Adieu!, 3 
Peto,, 3 
grumbling, 3 
robbery,, 3 
fade, 3 
exploit,, 3 
tinkers, 3 
kneels], 3 
mixture, 3 
wound?, 3 
perish,, 3 
counsel?, 3 
bridge., 3 
vowing, 3 
withal!, 3 
AGRIPPA], 3 
Eastcheap, 3 
contraries, 3 
sunset, 3 
beggars., 3 
presently?, 3 
serving, 3 
Flower, 3 
bin, 3 
humble., 3 
showers., 3 
Clean, 3 
differs, 3 
thoughts-, 3 
entitle, 3 
led,, 3 
renounce, 3 
kersey, 3 
Brainford., 3 
scorn;, 3 
devour'd, 3 
unguarded, 3 
Christmas, 3 
NEIGHBOUR., 3 
Still,, 3 
sister!, 3 
princess-, 3 
would;, 3 
Trebonius,, 3 
MARCADE., 3 
figure., 3 
Leonatus', 3 
utterance, 3 
stern;, 3 
mark;, 3 
Cornwall., 3 
purged, 3 
glories,, 3 
ow'st, 3 
things!, 3 
writes., 3 
birthright, 3 
beads, 3 
stirrup,, 3 
subjects?, 3 
heed;, 3 
foolery., 3 
growth., 3 
Mars;, 3 
'Where, 3 
excepted, 3 
DONALBAIN., 3 
disclos'd,, 3 
bad?, 3 
to-night!, 3 
church;, 3 
whereso'er, 3 
Norway, 3 
choler?, 3 
directions, 3 
Lucentio?, 3 
commune, 3 
foresee, 3 
fits., 3 
already!, 3 
overweening, 3 
paper?, 3 
flat., 3 
Pompey?, 3 
direction,, 3 
ostler!, 3 
Soothsayer., 3 
shrine,, 3 
rose;, 3 
patient's, 3 
untie., 3 
Virtuous, 3 
supplies, 3 
grandam's, 3 
injur'd, 3 
deceas'd, 3 
rascally,, 3 
Welshman, 3 
mile., 3 
Thereof, 3 
process,, 3 
forbids, 3 
Acknowledge, 3 
joys., 3 
sisters?, 3 
weightier, 3 
Elysium., 3 
nations, 3 
backs., 3 
wardrobe, 3 
weather?, 3 
To-day,, 3 
Lepidus!, 3 
scratch., 3 
pointed, 3 
shoulder., 3 
Satan,, 3 
Outside, 3 
protection., 3 
Maria!, 3 
benefit., 3 
drench'd, 3 
'gan, 3 
halter, 3 
swear;, 3 
CAMBIO, 3 
by-and-by, 3 
Procure, 3 
deputy,, 3 
crime., 3 
Again!, 3 
Hiding, 3 
madonna., 3 
surgeon., 3 
cry?, 3 
OLIVER'S, 3 
understanding,, 3 
Patroclus', 3 
exhibition, 3 
beguiles, 3 
effect?, 3 
serves,, 3 
pages., 3 
IT, 3 
swears,, 3 
largess, 3 
study;, 3 
kindred., 3 
Hyperion's, 3 
removing, 3 
call'dst, 3 
skin., 3 
Tewksbury, 3 
lullaby, 3 
banquet,, 3 
Need, 3 
whistle, 3 
measured, 3 
duke's, 3 
holiday., 3 
jade., 3 
orphans', 3 
maintain'd,, 3 
gallops, 3 
beaten?, 3 
stars;, 3 
drab, 3 
med'cinable, 3 
flashes, 3 
Order, 3 
empty., 3 
rarer, 3 
[Draws], 3 
murdered., 3 
laws., 3 
clothes., 3 
mischance;, 3 
tarre, 3 
has;, 3 
remembrances, 3 
Trojan, 3 
Perdita, 3 
millions, 3 
worlds, 3 
Arrest, 3 
joy?, 3 
million., 3 
posture, 3 
scholar;, 3 
'longs, 3 
mix'd, 3 
long!, 3 
attribute, 3 
friendly., 3 
toe., 3 
business!, 3 
unthrift, 3 
trash., 3 
DERCETAS, 3 
knog, 3 
receive,, 3 
bound-, 3 
Aeneas?, 3 
uphold, 3 
plummet, 3 
living?, 3 
blow!, 3 
Egyptians, 3 
door], 3 
reasons;, 3 
stocks., 3 
wive, 3 
SATURNINUS, 3 
thorn,, 3 
removed,, 3 
roan, 3 
impartial, 3 
wedded,, 3 
SILIUS., 3 
see't, 3 
win,, 3 
dwells,, 3 
pavilion., 3 
Gone?, 3 
satisfaction?, 3 
he:, 3 
sail!", 3 
Go., 3 
bethought, 3 
tongue:, 3 
maintain,, 3 
advis'd?, 3 
budding, 3 
substitutes, 3 
moe,, 3 
butchers,, 3 
Kent?, 3 
idleness,, 3 
hunting,, 3 
side?-, 3 
bands., 3 
Big, 3 
root?, 3 
OFEPHESUS., 3 
Here;, 3 
rote,, 3 
Withal, 3 
sweetheart?, 3 
Europe., 3 
boon,, 3 
pitying, 3 
Disguise, 3 
furniture, 3 
harshness., 3 
art!, 3 
shoes., 3 
Fidele., 3 
cardinal, 3 
Decline, 3 
Murther, 3 
offer'd,, 3 
orbed, 3 
combination, 3 
spaniel,, 3 
CLERK., 3 
lips?, 3 
counsellor., 3 
hospitable, 3 
courtship,, 3 
flourishing, 3 
indictment, 3 
forsaken,, 3 
aching, 3 
entertained, 3 
mayor, 3 
distaste, 3 
panther, 3 
Thisby., 3 
tackle, 3 
necessities, 3 
guiding, 3 
exceedingly, 3 
fallow, 3 
apprehends, 3 
curled, 3 
Confederate, 3 
pack,, 3 
pebbles, 3 
sorrow-, 3 
queasy, 3 
lunatic., 3 
embark'd, 3 
Ilium?, 3 
[CORIOLANUS, 3 
Isle, 3 
Oliver, 3 
pause;, 3 
retir'd,, 3 
falsehood., 3 
blasting, 3 
proud?, 3 
sooth., 3 
'There, 3 
battlements., 3 
quarrelling,, 3 
acquittance, 3 
Fields, 3 
pilgrimage,, 3 
prophecies,, 3 
Turn,, 3 
helpless, 3 
accused, 3 
tears!, 3 
ranges, 3 
winnowed, 3 
taste!, 3 
crook'd, 3 
simplicity,, 3 
cats, 3 
approaches;, 3 
nation;, 3 
Tomorrow,, 3 
nephews, 3 
Scroop, 3 
conceits, 3 
invested,, 3 
busy,, 3 
brevity, 3 
required, 3 
bastardy, 3 
portentous, 3 
embraced, 3 
Olivia., 3 
VERNON, 3 
felt,, 3 
sumptuous, 3 
turtle,, 3 
unsafe, 3 
pours, 3 
Priest., 3 
COSTARD], 3 
sudden., 3 
castle's, 3 
spritely, 3 
requited, 3 
distress'd,, 3 
Speak;, 3 
Cambio, 3 
taker, 3 
make;, 3 
bidding,, 3 
wish!, 3 
supply,, 3 
visage., 3 
linen., 3 
betimes;, 3 
beneficial, 3 
'rt, 3 
prevailing, 3 
falls;, 3 
retire], 3 
pillow,, 3 
jealous;, 3 
tunes., 3 
openly, 3 
cools, 3 
dust?, 3 
tall,, 3 
platform, 3 
Forty, 3 
followed., 3 
depos'd., 3 
Younger, 3 
did:, 3 
card, 3 
approbation., 3 
gain., 3 
wink,, 3 
scapes, 3 
gave,, 3 
-the, 3 
ravin, 3 
Biondello?, 3 
gear., 3 
POMPEY], 3 
thankfully,, 3 
fortunes!, 3 
Offend, 3 
POET], 3 
endeavours,, 3 
rescu'd, 3 
endeared, 3 
flies;, 3 
could'st, 3 
chronicles, 3 
curl'd, 3 
composure, 3 
GARDINER,, 3 
Centaur,, 3 
cave;, 3 
sift, 3 
cardinal's, 3 
beaten., 3 
yeoman., 3 
Excellent!, 3 
cripple, 3 
leaps, 3 
imitation, 3 
potency, 3 
eleven;, 3 
for-, 3 
length'ned, 3 
abridgment, 3 
Denmark's, 3 
BUSHY, 3 
relent,, 3 
pow'rs., 3 
show'rs, 3 
heavy!, 3 
'Ay,', 3 
[Awaking], 3 
Conrade., 3 
who-, 3 
fusty, 3 
instruction., 3 
witless, 3 
PLAYER., 3 
river., 3 
quickly!, 3 
Tremble, 3 
battle?, 3 
veiled, 3 
Margaret?, 3 
compare,, 3 
WILLOUGHBY, 3 
twinn'd, 3 
boldly,, 3 
questions;, 3 
SAY, 3 
Quick, 3 
crotchets, 3 
fall'n., 3 
Unknown, 3 
Ariel;, 3 
Jack;, 3 
Future, 3 
gin., 3 
BROTHER., 3 
dishonesty, 3 
hours!, 3 
Fair,, 3 
promises;, 3 
'One, 3 
softest, 3 
miraculous, 3 
dugs, 3 
clerk,, 3 
Jaquenetta, 3 
true', 3 
stinging, 3 
Helen., 3 
Lead,, 3 
armour;, 3 
PRIEST., 3 
temple., 3 
burst!, 3 
'no', 3 
elected, 3 
Speaks, 3 
lap?, 3 
else!, 3 
bringer, 3 
wife-, 3 
vine, 3 
amplify, 3 
MARINER., 3 
Got,, 3 
constrained, 3 
with-, 3 
excuse;, 3 
neighbourhood, 3 
unfeigned, 3 
distract., 3 
calm., 3 
scroll,, 3 
consuls,, 3 
enchant, 3 
AUTOLYCUS, 3 
towers,, 3 
opportunity,, 3 
market-place., 3 
asleep?, 3 
meant;, 3 
foolery;, 3 
homage., 3 
Retreat., 3 
challenger., 3 
merchandise., 3 
mothers', 3 
publish'd, 3 
hold'st, 3 
started, 3 
wit.', 3 
TRIBUNE., 3 
number'd, 3 
fear'd., 3 
trunks,, 3 
unhandsome, 3 
divine!, 3 
filial, 3 
No:, 3 
Porpentine;, 3 
nineteen, 3 
CADE,, 3 
lurks, 3 
redeems, 3 
pense, 3 
addle, 3 
scrape, 3 
Dumain,, 3 
admittance., 3 
vale, 3 
Eglamour, 3 
birth?, 3 
banish'd!, 3 
accident., 3 
mockery,, 3 
Cloten, 3 
raw,, 3 
henceforward, 3 
citizens!, 3 
twain;, 3 
revenges,, 3 
tales,, 3 
tyrant;, 3 
Authority, 3 
Leander, 3 
Syria,, 3 
Officer., 3 
bread;, 3 
Ravenspurgh;, 3 
marshal, 3 
owest, 3 
yoke;, 3 
Costard., 3 
foremost, 3 
presses, 3 
Dull, 3 
fiend;, 3 
obligation, 3 
philosopher, 3 
nightingale,, 3 
Serving, 3 
pronounc'd., 3 
proceed;, 3 
whoso, 3 
things-, 3 
obey'd., 3 
shorten, 3 
tame., 3 
abuses,, 3 
warrant;, 3 
reeling, 3 
IRAS, 3 
gentle-, 3 
got'st, 3 
belong,, 3 
pow'r,, 3 
kiss'd,, 3 
feared, 3 
mace, 3 
carping, 3 
secrets,, 3 
Wall,, 3 
Barnet, 3 
travail,, 3 
liking,, 3 
surgeon, 3 
ladies!, 3 
Call'st, 3 
IRIS, 3 
3, 3 
rescue?, 3 
serv'd,, 3 
girdle., 3 
grows., 3 
knew., 3 
oh,, 3 
Drum., 3 
jesting, 3 
flight:, 3 
stagger, 3 
Frederick,, 3 
unprovided., 3 
MARTEXT., 3 
mask'd., 3 
respect;, 3 
rack., 3 
lasts, 3 
expiration, 3 
hope?, 3 
Ah!, 3 
murtherer, 3 
warn'd, 3 
stable, 3 
stripes, 3 
brav'd, 3 
Cover, 3 
's., 3 
penury,, 3 
glasses,, 3 
sped., 3 
Jesus, 3 
feature,, 3 
Dane,, 3 
abound, 3 
accept., 3 
phoenix,, 3 
downy, 3 
Arabia, 3 
enmity., 3 
jades,, 3 
swoons], 3 
limed, 3 
earthquake, 3 
tempests, 3 
'Two, 3 
say'st?, 3 
mile,, 3 
meteors, 3 
Calais., 3 
Denied, 3 
stain,, 3 
ear], 3 
woven, 3 
apt?, 3 
forgiven, 3 
Devise, 3 
[Throwing, 3 
tuft, 3 
'Tis,, 3 
storms., 3 
wont,, 3 
Delphos,, 3 
glances, 3 
suggestion,, 3 
senators., 3 
MOROCCO,, 3 
Perdita,, 3 
hog,, 3 
complaints., 3 
drops,, 3 
Woodville,, 3 
attending;, 3 
proofs., 3 
December, 3 
obedient., 3 
find-, 3 
prettily, 3 
bullets., 3 
luggage, 3 
Stars,, 3 
uncurrent, 3 
tutors, 3 
contriver, 3 
easily., 3 
Gonzalo,, 3 
carbuncle, 3 
Pembroke, 3 
dust;, 3 
losest, 3 
Treason,, 3 
whoever, 3 
ear?, 3 
empress, 3 
eternal., 3 
Princes., 3 
empire,, 3 
bereave, 3 
roofs, 3 
liver,, 3 
waggon, 3 
severally,, 3 
Construe, 3 
divining, 3 
stead,, 3 
slander's, 3 
Drop, 3 
spreading, 3 
continue., 3 
good-year!, 3 
Calais;, 3 
appears., 3 
safe!, 3 
'She, 3 
undermine, 3 
ripe;, 3 
kneels., 3 
pass'd;, 3 
packing,, 3 
[Reads.], 3 
Cheshu,, 3 
tower, 3 
Willoughby,, 3 
presumption, 3 
blench, 3 
feign., 3 
Kissing, 3 
harms,, 3 
riches,, 3 
unfolding, 3 
vanish., 3 
churl,, 3 
Tush!, 3 
SAINT, 3 
about!, 3 
raising, 3 
Amen, 3 
committing, 3 
rail;, 3 
tinker, 3 
prudent, 3 
Alarums,, 3 
worse-, 3 
considering, 3 
sanctify, 3 
I-that, 3 
fingers., 3 
infamy,, 3 
us'd., 3 
Blind, 3 
fulfill'd, 3 
head:, 3 
bend,, 3 
mend!, 3 
dogged, 3 
anew, 3 
blue,, 3 
proceed,, 3 
divorce,, 3 
cannons, 3 
froze, 3 
wean, 3 
haply,, 3 
Buckingham's, 3 
duty!, 3 
yoked, 3 
ramping, 3 
Pause, 3 
Pucelle,, 3 
adversaries, 3 
harvest., 3 
extravagant, 3 
confirmation, 3 
Merchant, 3 
ostentation,, 3 
heavens?, 3 
water?, 3 
including, 3 
wink;, 3 
Tying, 3 
unmanly, 3 
transformed, 3 
item,, 3 
bosom?, 3 
Retire, 3 
burning,, 3 
father:, 3 
cakes, 3 
reed, 3 
derives, 3 
Unarm,, 3 
join,, 3 
Christian-like, 3 
sycamore, 3 
body?, 3 
woe?, 3 
pitied,, 3 
bare., 3 
unloose, 3 
vanity!, 3 
coffers,, 3 
[Pulling, 3 
mental, 3 
stamp,, 3 
nephew's, 3 
bourn, 3 
Blanch,, 3 
begin;, 3 
disobey, 3 
absent;, 3 
tedious;, 3 
Cassius!, 3 
fact,, 3 
arbitrate., 3 
purity,, 3 
distraction, 3 
gentlewoman., 3 
surgery, 3 
forwardness., 3 
them.', 3 
vessel., 3 
SOLDIER,, 3 
reprehended, 3 
vizard, 3 
sadness., 3 
VENTIDIUS, 3 
thicket, 3 
carouses, 3 
miss., 3 
Count?, 3 
filled, 3 
nobles;, 3 
wholly, 3 
college, 3 
quips, 3 
liest!, 3 
substance;, 3 
Charge, 3 
''Tis, 3 
guise,, 3 
contents,, 3 
pant, 3 
[Whispers], 3 
DORSET, 3 
SOUTHWELL, 3 
warder, 3 
Desdemona's, 3 
fine., 3 
dearest,, 3 
[Going.], 3 
controlling, 3 
collected,, 3 
pledge;, 3 
Andrew., 3 
petition,, 3 
gainsay, 3 
oft., 3 
whiter, 3 
stumbling, 3 
alighted, 3 
joiner, 3 
jointly, 3 
appease, 3 
lower,, 3 
leagues,, 3 
value,, 3 
frequent, 3 
Exton,, 3 
ii, 3 
gross;, 3 
gather'd, 3 
fountains, 3 
toast, 3 
upholds, 3 
reads., 3 
Woe,, 3 
both?, 3 
saw't., 3 
shelter,, 3 
wherefore,, 3 
pot., 3 
